food_class,drug_category,has_interaction,severity,interaction_type,mechanism,matched_ingredients,source
lumpia-semarang,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
lumpia-semarang,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
lumpia-semarang,maoi,1,4,pharmacodynamic,"Tyramine dalam makanan fermentasi (kecap, cuka) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",kecap|cuka,LLM-assisted curation (Claude) + pharmacology literature
lumpia-semarang,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
lumpia-semarang,nsaid,1,3,pharmacodynamic,Asam dalam cuka memperburuk iritasi dan erosi mukosa lambung yang sudah diinduksi oleh penghambatan COX oleh NSAID,cuka,LLM-assisted curation (Claude) + pharmacology literature
lumpia-semarang,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
lumpia-semarang,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
lumpia-semarang,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
lumpia-semarang,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,maoi,1,4,pharmacodynamic,"Tyramine dalam makanan fermentasi (kecap) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",kecap,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-aceh,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,antidiabetes,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,maoi,1,4,pharmacodynamic,"Tyramine dalam makanan fermentasi (kecap) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",kecap,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
mie-goreng,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
nagasari,antikoagulan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nagasari,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir, kental manis) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir|kental manis,LLM-assisted curation (Claude) + pharmacology literature
nagasari,ace_arb,1,4,pharmacodynamic,Kalium tinggi dalam pisang meningkatkan risiko hiperkalemia saat dikombinasikan dengan ACE inhibitor/ARB yang sudah menurunkan ekskresi kalium,pisang,LLM-assisted curation (Claude) + pharmacology literature
nagasari,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nagasari,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nagasari,antibiotik_tetrasiklin,1,4,pharmacokinetic,"Kalsium dalam susu, kental manis membentuk kompleks chelat dengan tetrasiklin yang tidak dapat diabsorpsi, mengurangi bioavailabilitas antibiotik 50-80%",susu|kental manis,LLM-assisted curation (Claude) + pharmacology literature
nagasari,antibiotik_fluorokuinolon,1,4,pharmacokinetic,"Kation divalen (Ca2+, Mg2+) dalam susu, kental manis membentuk chelat dengan fluorokuinolon, mengurangi absorpsi dan efektivitas antibiotik",susu|kental manis,LLM-assisted curation (Claude) + pharmacology literature
nagasari,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nagasari,tiroid,1,3,pharmacokinetic,"Isoflavon kedelai dan/atau kalsium dalam susu, kental manis mengganggu absorpsi levothyroxine di saluran cerna, mengurangi efektivitas terapi tiroid",susu|kental manis,LLM-assisted curation (Claude) + pharmacology literature
nagasari,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nagasari,antikonvulsan,1,3,pharmacokinetic,"Kalsium dan protein dalam susu, kental manis membentuk kompleks dengan antikonvulsan, mengubah laju absorpsi dan kadar plasma obat",susu|kental manis,LLM-assisted curation (Claude) + pharmacology literature
nagasari,glikosida_jantung,1,4,pharmacodynamic,"Fluktuasi kadar kalium dari pisang mempengaruhi sensitivitas miokardium terhadap glikosida jantung, meningkatkan risiko aritmia dan toksisitas digitalis",pisang,LLM-assisted curation (Claude) + pharmacology literature
nagasari,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nagasari,imunosupresan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,antikoagulan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir,LLM-assisted curation (Claude) + pharmacology literature
nanas,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nanas,imunosupresan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,antidiabetes,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,maoi,1,4,pharmacodynamic,"Tyramine dalam makanan fermentasi (kecap) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",kecap,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-goreng,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,antikoagulan,1,5,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam kangkung, bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",kangkung|bawang putih,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,antidiabetes,1,2,pharmacodynamic,"Kandungan gula tinggi (gula) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,maoi,1,4,pharmacodynamic,"Tyramine dalam makanan fermentasi (tempe, kecap) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",tempe|kecap,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,tiroid,1,4,pharmacokinetic,"Isoflavon kedelai dan/atau kalsium dalam tempe mengganggu absorpsi levothyroxine di saluran cerna, mengurangi efektivitas terapi tiroid",tempe,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,glikosida_jantung,1,3,pharmacodynamic,"Fluktuasi kadar kalium dari kangkung mempengaruhi sensitivitas miokardium terhadap glikosida jantung, meningkatkan risiko aritmia dan toksisitas digitalis",kangkung,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nasi-putih,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
nugget,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
nugget,antidiabetes,1,2,pharmacodynamic,"Kandungan gula tinggi (gula) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula,LLM-assisted curation (Claude) + pharmacology literature
nugget,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nugget,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nugget,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nugget,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nugget,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nugget,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nugget,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nugget,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nugget,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nugget,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nugget,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
nugget,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
papeda,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
papeda,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir, gula merah) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir|gula merah,LLM-assisted curation (Claude) + pharmacology literature
papeda,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
papeda,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
papeda,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
papeda,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
papeda,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
papeda,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
papeda,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
papeda,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
papeda,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
papeda,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
papeda,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
papeda,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
pempek,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
pempek,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir, gula merah) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir|gula merah,LLM-assisted curation (Claude) + pharmacology literature
pempek,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pempek,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pempek,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pempek,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pempek,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pempek,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pempek,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pempek,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pempek,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pempek,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pempek,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pempek,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
pisang,antikoagulan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pisang,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir, kental manis) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir|kental manis,LLM-assisted curation (Claude) + pharmacology literature
pisang,ace_arb,1,4,pharmacodynamic,Kalium tinggi dalam pisang meningkatkan risiko hiperkalemia saat dikombinasikan dengan ACE inhibitor/ARB yang sudah menurunkan ekskresi kalium,pisang,LLM-assisted curation (Claude) + pharmacology literature
pisang,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pisang,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pisang,antibiotik_tetrasiklin,1,4,pharmacokinetic,"Kalsium dalam susu, kental manis membentuk kompleks chelat dengan tetrasiklin yang tidak dapat diabsorpsi, mengurangi bioavailabilitas antibiotik 50-80%",susu|kental manis,LLM-assisted curation (Claude) + pharmacology literature
pisang,antibiotik_fluorokuinolon,1,4,pharmacokinetic,"Kation divalen (Ca2+, Mg2+) dalam susu, kental manis membentuk chelat dengan fluorokuinolon, mengurangi absorpsi dan efektivitas antibiotik",susu|kental manis,LLM-assisted curation (Claude) + pharmacology literature
pisang,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pisang,tiroid,1,3,pharmacokinetic,"Isoflavon kedelai dan/atau kalsium dalam susu, kental manis mengganggu absorpsi levothyroxine di saluran cerna, mengurangi efektivitas terapi tiroid",susu|kental manis,LLM-assisted curation (Claude) + pharmacology literature
pisang,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pisang,antikonvulsan,1,3,pharmacokinetic,"Kalsium dan protein dalam susu, kental manis membentuk kompleks dengan antikonvulsan, mengubah laju absorpsi dan kadar plasma obat",susu|kental manis,LLM-assisted curation (Claude) + pharmacology literature
pisang,glikosida_jantung,1,4,pharmacodynamic,"Fluktuasi kadar kalium dari pisang mempengaruhi sensitivitas miokardium terhadap glikosida jantung, meningkatkan risiko aritmia dan toksisitas digitalis",pisang,LLM-assisted curation (Claude) + pharmacology literature
pisang,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pisang,imunosupresan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,antikoagulan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula pasir) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula pasir,LLM-assisted curation (Claude) + pharmacology literature
pizza,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
pizza,imunosupresan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,antikoagulan,1,4,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam kunyit, jahe, bawang putih, lengkuas, daun bawang mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",kunyit|jahe|bawang putih|lengkuas|daun bawang,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,antidiabetes,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rawon-surabaya,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam kunyit, bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",kunyit|bawang putih,LLM-assisted curation (Claude) + pharmacology literature
rendang,antikoagulan,1,4,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam jahe, bawang putih, lengkuas mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",jahe|bawang putih|lengkuas,LLM-assisted curation (Claude) + pharmacology literature
rendang,antidiabetes,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rendang,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rendang,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rendang,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rendang,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rendang,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rendang,maoi,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rendang,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rendang,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rendang,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rendang,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rendang,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rendang,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,antidiabetes,1,4,pharmacodynamic,"Kandungan gula tinggi (gula merah) meningkatkan kadar glukosa darah, mengurangi efektivitas obat antidiabetes dan mengganggu kontrol glikemik",gula merah,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,maoi,1,5,pharmacodynamic,"Tyramine dalam makanan fermentasi (petis) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",petis,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,glikosida_jantung,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,xantin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
rujak-cingur,imunosupresan,1,3,pharmacokinetic,"Senyawa dalam bawang putih menghambat CYP3A4 dan/atau P-glikoprotein, meningkatkan kadar plasma imunosupresan dan risiko nefrotoksisitas",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,antikoagulan,1,3,pharmacodynamic,"Vitamin K dan/atau senyawa antiplatelet dalam bawang putih mengganggu efek antikoagulan, meningkatkan risiko perdarahan atau mengurangi efektivitas obat",bawang putih,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,antidiabetes,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,ace_arb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,ccb,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,statin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,antibiotik_tetrasiklin,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,antibiotik_fluorokuinolon,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,maoi,1,4,pharmacodynamic,"Tyramine dalam makanan fermentasi (kecap) tidak dapat dimetabolisme saat MAO diinhibisi, menyebabkan pelepasan norepinefrin masif dan krisis hipertensi",kecap,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,tiroid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,nsaid,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
sate-ayam-madura,antikonvulsan,0,0,,,,LLM-assisted curation (Claude) + pharmacology literature
